YYYYMM,dry.obs,normal.obs,monsoon.obs,Year,Month,region,lead_date,dry.for,normal.for,monsoon.for,lead_month
200909,10,18,2,2009,9,AZ_East,200909,4.85,14.15,11,05
200909,10,18,2,2009,9,AZ_East,200909,10.55,14.2,6.25,08
200910,27,4,0,2009,10,AZ_East,200910,19.65,8.2,3.15,05
200910,27,4,0,2009,10,AZ_East,200910,23.2,6.5,1.3,08
201006,28,2,0,2010,6,AZ_East,201006,25.55,3.5,0.95,02
201006,28,2,0,2010,6,AZ_East,201006,26.5,3.25,0.25,05
201007,4,16,11,2010,7,AZ_East,201007,11.85,13.35,5.8,02
201007,4,16,11,2010,7,AZ_East,201007,12.05,13.9,5.05,05
201008,0,17,14,2010,8,AZ_East,201008,4.45,14.5,12.05,02
201008,0,17,14,2010,8,AZ_East,201008,3.5,13.95,13.55,05
201008,0,17,14,2010,8,AZ_East,201008,3.05,10.85,16.1,08
201009,15,15,0,2010,9,AZ_East,201009,6.85,14,9.15,05
201009,15,15,0,2010,9,AZ_East,201009,7.05,12.95,11,08
201010,22,9,0,2010,10,AZ_East,201010,24.75,5.4,0.85,05
201010,22,9,0,2010,10,AZ_East,201010,27.1,3.2,0.7,08
201106,29,1,0,2011,6,AZ_East,201106,26.55,2.7,0.75,02
201106,29,1,0,2011,6,AZ_East,201106,27.1,2.65,0.25,05
201107,4,10,17,2011,7,AZ_East,201107,12,12.55,6.45,02
201107,4,10,17,2011,7,AZ_East,201107,10.7,15.65,4.65,05
201108,1,19,11,2011,8,AZ_East,201108,1.5,12.2,17.3,02
201108,1,19,11,2011,8,AZ_East,201108,2.35,15.05,13.6,05
201108,1,19,11,2011,8,AZ_East,201108,6.7,13.65,9.65,08
201109,12,14,4,2011,9,AZ_East,201109,7.3,13.4,9.3,05
201109,12,14,4,2011,9,AZ_East,201109,9.3,12.35,9.35,08
201110,26,5,0,2011,10,AZ_East,201110,23.1,6.8,1.1,05
201110,26,5,0,2011,10,AZ_East,201110,24.9,5.45,0.65,08
201206,29,1,0,2012,6,AZ_East,201206,25.5,4.15,0.35,02
201206,29,1,0,2012,6,AZ_East,201206,27.45,2.35,0.2,05
201207,2,15,14,2012,7,AZ_East,201207,10.35,14.7,5.95,02
201207,2,15,14,2012,7,AZ_East,201207,8.1,16,6.9,05
201208,0,15,16,2012,8,AZ_East,201208,2.35,15.2,13.45,02
201208,0,15,16,2012,8,AZ_East,201208,3.95,17.05,10,05
201208,0,15,16,2012,8,AZ_East,201208,4.25,17.4,8.35,08
201209,13,11,6,2012,9,AZ_East,201209,5.85,14,10.15,05
201209,13,11,6,2012,9,AZ_East,201209,10.1,14.65,6.25,08
201210,30,1,0,2012,10,AZ_East,201210,23.8,6.1,1.1,05
201210,30,1,0,2012,10,AZ_East,201210,23.75,5.75,1.5,08
201306,29,1,0,2013,6,AZ_East,201306,27.45,2.4,0.15,02
201306,29,1,0,2013,6,AZ_East,201306,25.85,3.8,0.35,05
201307,0,9,22,2013,7,AZ_East,201307,8.35,15.65,7,02
201307,0,9,22,2013,7,AZ_East,201307,10.4,14.25,6.35,05
201308,1,16,14,2013,8,AZ_East,201308,4.6,15.05,11.35,02
201308,1,16,14,2013,8,AZ_East,201308,4.65,13.65,12.7,05
201308,1,16,14,2013,8,AZ_East,201308,9.95,15.05,5,08
201309,8,6,16,2013,9,AZ_East,201309,6.55,13.95,9.5,05
201309,8,6,16,2013,9,AZ_East,201309,9.8,12.45,8.75,08
201310,31,0,0,2013,10,AZ_East,201310,20.4,9.2,1.4,05
201310,31,0,0,2013,10,AZ_East,201310,22.95,6.3,1.75,08
201406,30,0,0,2014,6,AZ_East,201406,23.75,5.2,1.05,02
201406,30,0,0,2014,6,AZ_East,201406,24.25,5.1,0.65,05
201407,1,12,18,2014,7,AZ_East,201407,11.05,15.75,4.2,02
201407,1,12,18,2014,7,AZ_East,201407,9.1,15.15,6.75,05
201408,2,13,16,2014,8,AZ_East,201408,2.95,15.7,12.35,02
201408,2,13,16,2014,8,AZ_East,201408,1.5,13.3,16.2,05
201408,2,13,16,2014,8,AZ_East,201408,3.65,14.55,11.8,08
201409,4,13,13,2014,9,AZ_East,201409,5.55,12.7,11.75,05
201409,4,13,13,2014,9,AZ_East,201409,7.2,14,9.8,08
201410,23,8,0,2014,10,AZ_East,201410,21.2,7.85,1.95,05
201410,23,8,0,2014,10,AZ_East,201410,20.8,7.85,2.35,08
201506,12,16,2,2015,6,AZ_East,201506,22.1,6.75,1.15,02
201506,12,16,2,2015,6,AZ_East,201506,20.5,8.15,1.35,05
201507,0,18,13,2015,7,AZ_East,201507,10.5,15.5,5,02
201507,0,18,13,2015,7,AZ_East,201507,6.7,15.55,8.75,05
201508,0,17,14,2015,8,AZ_East,201508,3,15.15,12.85,02
201508,0,17,14,2015,8,AZ_East,201508,3.85,11.05,16.1,05
201508,0,17,14,2015,8,AZ_East,201508,12.85,13.1,4.05,08
201509,0,28,2,2015,9,AZ_East,201509,4.95,14,11.05,05
201509,0,28,2,2015,9,AZ_East,201509,9.9,14.6,6.5,08
201510,13,15,3,2015,10,AZ_East,201510,16.85,10.45,3.7,05
201510,13,15,3,2015,10,AZ_East,201510,19.65,9.15,2.2,08
201606,17,12,1,2016,6,AZ_East,201606,24.65,4.7,0.65,02
201606,17,12,1,2016,6,AZ_East,201606,21.05,8.45,0.5,05
201607,9,15,7,2016,7,AZ_East,201607,12.8,13.1,5.1,02
201607,9,15,7,2016,7,AZ_East,201607,6.25,16.4,8.35,05
201608,0,22,9,2016,8,AZ_East,201608,2.7,14.75,13.55,02
201608,0,22,9,2016,8,AZ_East,201608,1.95,13.7,15.35,05
201608,0,22,9,2016,8,AZ_East,201608,1.2,14.4,14.4,08
201609,9,17,4,2016,9,AZ_East,201609,2.9,10.2,16.9,05
201609,9,17,4,2016,9,AZ_East,201609,6.6,13.1,11.3,08
201610,22,9,0,2016,10,AZ_East,201610,21.35,7.65,2,05
201610,22,9,0,2016,10,AZ_East,201610,20.8,8.7,1.5,08
201706,26,4,0,2017,6,AZ_East,201706,25.45,3.9,0.65,02
201706,26,4,0,2017,6,AZ_East,201706,23.5,6.35,0.15,05
201707,5,4,22,2017,7,AZ_East,201707,10.3,13.1,7.6,02
201707,5,4,22,2017,7,AZ_East,201707,7.65,17.45,5.9,05
201708,2,18,11,2017,8,AZ_East,201708,3.95,13.6,13.45,02
201708,2,18,11,2017,8,AZ_East,201708,2.85,15.05,13.1,05
201708,2,18,11,2017,8,AZ_East,201708,1.85,15.2,12.95,08
201709,11,16,3,2017,9,AZ_East,201709,5,13.5,11.5,05
201709,11,16,3,2017,9,AZ_East,201709,5.4,13.7,11.9,08
201710,27,4,0,2017,10,AZ_East,201710,19.1,9.4,2.5,05
201710,27,4,0,2017,10,AZ_East,201710,23,6.4,1.6,08
201806,27,3,0,2018,6,AZ_East,201806,25.1,4.55,0.35,02
201806,27,3,0,2018,6,AZ_East,201806,22.45,6.25,1.3,05
201807,5,6,20,2018,7,AZ_East,201807,9,15.25,6.75,02
201807,5,6,20,2018,7,AZ_East,201807,6.7,15.95,8.35,05
201808,2,14,15,2018,8,AZ_East,201808,1.85,13.95,15.2,02
201808,2,14,15,2018,8,AZ_East,201808,1.35,17.9,11.75,05
201808,2,14,15,2018,8,AZ_East,201808,2.05,16.25,11.7,08
201809,9,21,0,2018,9,AZ_East,201809,2.35,14.2,13.45,05
201809,9,21,0,2018,9,AZ_East,201809,7.9,14.65,8.45,08
201810,15,12,4,2018,10,AZ_East,201810,17.5,10.45,3.05,05
201810,15,12,4,2018,10,AZ_East,201810,20.5,8.05,2.45,08
201906,28,2,0,2019,6,AZ_East,201906,23.2,6.3,0.5,02
201906,28,2,0,2019,6,AZ_East,201906,22.7,6.2,1.1,05
201907,7,17,7,2019,7,AZ_East,201907,9.05,14.6,7.35,02
201907,7,17,7,2019,7,AZ_East,201907,7.65,13.8,9.55,05
201908,6,20,5,2019,8,AZ_East,201908,3.3,13.4,14.3,02
201908,6,20,5,2019,8,AZ_East,201908,2.2,17.45,11.35,05
201908,6,20,5,2019,8,AZ_East,201908,8.85,15.25,5.9,08
201909,5,22,3,2019,9,AZ_East,201909,4.05,13.6,12.35,05
201909,5,22,3,2019,9,AZ_East,201909,7.35,14.05,9.6,08
201910,30,1,0,2019,10,AZ_East,201910,14.75,12.75,3.5,05
201910,30,1,0,2019,10,AZ_East,201910,23,6.3,1.7,08
202006,29,1,0,2020,6,AZ_East,NA,NA,NA,NA,NA
202007,7,23,1,2020,7,AZ_East,NA,NA,NA,NA,NA
202008,8,22,1,2020,8,AZ_East,NA,NA,NA,NA,NA
202009,26,4,0,2020,9,AZ_East,NA,NA,NA,NA,NA
202010,31,0,0,2020,10,AZ_East,NA,NA,NA,NA,NA
202106,23,6,1,2021,6,AZ_East,NA,NA,NA,NA,NA
202107,0,6,25,2021,7,AZ_East,NA,NA,NA,NA,NA
202108,0,18,13,2021,8,AZ_East,NA,NA,NA,NA,NA
202109,7,20,3,2021,9,AZ_East,NA,NA,NA,NA,NA
202110,25,6,0,2021,10,AZ_East,NA,NA,NA,NA,NA
202206,19,11,0,2022,6,AZ_East,NA,NA,NA,NA,NA
202207,0,15,16,2022,7,AZ_East,NA,NA,NA,NA,NA
202208,0,3,28,2022,8,AZ_East,NA,NA,NA,NA,NA
202209,2,21,7,2022,9,AZ_East,NA,NA,NA,NA,NA
202210,17,14,0,2022,10,AZ_East,NA,NA,NA,NA,NA
202306,30,0,0,2023,6,AZ_East,NA,NA,NA,NA,NA
202307,9,19,3,2023,7,AZ_East,NA,NA,NA,NA,NA
202308,2,10,19,2023,8,AZ_East,NA,NA,NA,NA,NA
202309,17,7,6,2023,9,AZ_East,NA,NA,NA,NA,NA
202310,29,2,0,2023,10,AZ_East,NA,NA,NA,NA,NA
197006,20,10,0,1970,6,AZ_West,NA,NA,NA,NA,NA
197007,2,19,10,1970,7,AZ_West,NA,NA,NA,NA,NA
197008,0,13,18,1970,8,AZ_West,NA,NA,NA,NA,NA
197009,19,10,1,1970,9,AZ_West,NA,NA,NA,NA,NA
197010,28,3,0,1970,10,AZ_West,NA,NA,NA,NA,NA
197106,28,2,0,1971,6,AZ_West,NA,NA,NA,NA,NA
197107,10,13,8,1971,7,AZ_West,NA,NA,NA,NA,NA
197108,0,5,26,1971,8,AZ_West,NA,NA,NA,NA,NA
197109,20,9,1,1971,9,AZ_West,NA,NA,NA,NA,NA
197110,26,5,0,1971,10,AZ_West,NA,NA,NA,NA,NA
197206,9,14,7,1972,6,AZ_West,NA,NA,NA,NA,NA
197207,8,21,2,1972,7,AZ_West,NA,NA,NA,NA,NA
197208,2,20,9,1972,8,AZ_West,NA,NA,NA,NA,NA
197209,15,5,10,1972,9,AZ_West,NA,NA,NA,NA,NA
197210,10,14,7,1972,10,AZ_West,NA,NA,NA,NA,NA
197306,20,10,0,1973,6,AZ_West,NA,NA,NA,NA,NA
197307,8,17,6,1973,7,AZ_West,NA,NA,NA,NA,NA
197308,3,17,11,1973,8,AZ_West,NA,NA,NA,NA,NA
197309,23,7,0,1973,9,AZ_West,NA,NA,NA,NA,NA
197310,31,0,0,1973,10,AZ_West,NA,NA,NA,NA,NA
197406,30,0,0,1974,6,AZ_West,NA,NA,NA,NA,NA
197407,7,10,14,1974,7,AZ_West,NA,NA,NA,NA,NA
197408,20,5,6,1974,8,AZ_West,NA,NA,NA,NA,NA
197409,10,18,2,1974,9,AZ_West,NA,NA,NA,NA,NA
197410,12,18,1,1974,10,AZ_West,NA,NA,NA,NA,NA
197506,25,5,0,1975,6,AZ_West,NA,NA,NA,NA,NA
197507,2,14,15,1975,7,AZ_West,NA,NA,NA,NA,NA
197508,13,17,1,1975,8,AZ_West,NA,NA,NA,NA,NA
197509,11,9,10,1975,9,AZ_West,NA,NA,NA,NA,NA
197510,31,0,0,1975,10,AZ_West,NA,NA,NA,NA,NA
197606,28,2,0,1976,6,AZ_West,NA,NA,NA,NA,NA
197607,6,12,13,1976,7,AZ_West,NA,NA,NA,NA,NA
197608,4,23,4,1976,8,AZ_West,NA,NA,NA,NA,NA
197609,1,20,9,1976,9,AZ_West,NA,NA,NA,NA,NA
197610,25,5,1,1976,10,AZ_West,NA,NA,NA,NA,NA
197706,14,15,1,1977,6,AZ_West,NA,NA,NA,NA,NA
197707,4,15,12,1977,7,AZ_West,NA,NA,NA,NA,NA
197708,0,15,16,1977,8,AZ_West,NA,NA,NA,NA,NA
197709,6,20,4,1977,9,AZ_West,NA,NA,NA,NA,NA
197710,21,8,2,1977,10,AZ_West,NA,NA,NA,NA,NA
197806,27,3,0,1978,6,AZ_West,NA,NA,NA,NA,NA
197807,8,18,5,1978,7,AZ_West,NA,NA,NA,NA,NA
197808,10,13,8,1978,8,AZ_West,NA,NA,NA,NA,NA
197809,6,20,4,1978,9,AZ_West,NA,NA,NA,NA,NA
197810,25,5,1,1978,10,AZ_West,NA,NA,NA,NA,NA
197906,27,3,0,1979,6,AZ_West,197906,19.8,9.2,1,02
197906,27,3,0,1979,6,AZ_West,197906,20.7,9.15,0.15,05
197906,27,3,0,1979,6,AZ_West,198006,18.8,10.9,0.3,11
197907,11,14,6,1979,7,AZ_West,197907,13.4,15.2,2.4,02
197907,11,14,6,1979,7,AZ_West,197907,13.7,14.2,3.1,05
197907,11,14,6,1979,7,AZ_West,198007,11.9,14.85,4.25,11
197908,8,11,12,1979,8,AZ_West,197908,8.65,15.55,6.8,02
197908,8,11,12,1979,8,AZ_West,197908,6.6,13.95,10.45,05
197908,8,11,12,1979,8,AZ_West,197908,16.55,12.2,1.25,08
197908,8,11,12,1979,8,AZ_West,198008,4.95,17.4,8.65,11
197909,14,16,0,1979,9,AZ_West,197909,10.75,13.5,5.75,05
197909,14,16,0,1979,9,AZ_West,197909,14.15,11.9,4.95,08
197909,14,16,0,1979,9,AZ_West,198009,8.25,13.25,8.5,11
197910,28,3,0,1979,10,AZ_West,197910,22.7,7.15,1.15,05
197910,28,3,0,1979,10,AZ_West,197910,23.3,6.7,1,08
197910,28,3,0,1979,10,AZ_West,198010,16.5,11.8,2.7,11
198006,27,2,1,1980,6,AZ_West,198006,20.45,9.5,0.05,02
198006,27,2,1,1980,6,AZ_West,198006,19.35,9.8,0.85,05
198006,27,2,1,1980,6,AZ_West,198106,20,9.65,0.35,11
198007,2,17,12,1980,7,AZ_West,198007,14.65,13.15,3.2,02
198007,2,17,12,1980,7,AZ_West,198007,8.1,14.65,8.25,05
198007,2,17,12,1980,7,AZ_West,198107,11.05,15.1,4.85,11
198008,4,18,9,1980,8,AZ_West,198008,7.85,13.15,10,02
198008,4,18,9,1980,8,AZ_West,198008,3.8,13.75,13.45,05
198008,4,18,9,1980,8,AZ_West,198008,2.55,11.9,15.55,08
198008,4,18,9,1980,8,AZ_West,198108,5.7,13.6,11.7,11
198009,10,14,6,1980,9,AZ_West,198009,9.3,13.55,7.15,05
198009,10,14,6,1980,9,AZ_West,198009,13.1,12.85,5.05,08
198009,10,14,6,1980,9,AZ_West,198109,8.25,13.25,8.5,11
198010,28,3,0,1980,10,AZ_West,198010,20.8,7.8,2.4,05
198010,28,3,0,1980,10,AZ_West,198010,19.55,9.95,1.5,08
198010,28,3,0,1980,10,AZ_West,198110,18.9,9.45,2.65,11
198106,9,19,2,1981,6,AZ_West,198106,24.4,5.15,0.45,02
198106,9,19,2,1981,6,AZ_West,198106,24.3,5.45,0.25,05
198106,9,19,2,1981,6,AZ_West,198206,22.85,6.95,0.2,11
198107,0,19,12,1981,7,AZ_West,198107,11.25,13.55,6.2,02
198107,0,19,12,1981,7,AZ_West,198107,9.45,14.5,7.05,05
198107,0,19,12,1981,7,AZ_West,198207,15.95,12,3.05,11
