YYYYMM,dry.obs,normal.obs,monsoon.obs,Year,Month,region,lead_date,dry.for,normal.for,monsoon.for,lead_month,Date,Glen_Hoover,Parker_Imperial,Imperial_Mex,Total_Below_Parker
200508,4,10,17,2005,8,AZ_West,200508,3.88,16.48,10.64,07,2005-08-31T00:00:00Z,96434.23,7285.06,-13859.79,-6574.7300000000005
200508,4,10,17,2005,8,AZ_West,200508,0.28,7.84,21.88,08,2005-08-31T00:00:00Z,96434.23,7285.06,-13859.79,-6574.7300000000005
200509,14,16,0,2005,9,AZ_West,200509,8.64,14.48,6.88,04,2005-09-30T00:00:00Z,85665.85,-10973.91,-3695.93,-14669.84
200509,14,16,0,2005,9,AZ_West,200509,8.2,14.68,7.12,05,2005-09-30T00:00:00Z,85665.85,-10973.91,-3695.93,-14669.84
200509,14,16,0,2005,9,AZ_West,200509,9.8,14.08,6.12,06,2005-09-30T00:00:00Z,85665.85,-10973.91,-3695.93,-14669.84
200509,14,16,0,2005,9,AZ_West,200509,13.48,13.16,4.36,07,2005-09-30T00:00:00Z,85665.85,-10973.91,-3695.93,-14669.84
200509,14,16,0,2005,9,AZ_West,200509,10.6,13.6,6.8,08,2005-09-30T00:00:00Z,85665.85,-10973.91,-3695.93,-14669.84
200510,13,18,0,2005,10,AZ_West,200510,23.32,6.76,0.92,04,2005-10-31T00:00:00Z,69230.57,-4439.81,1008.61,-3431.2000000000003
200510,13,18,0,2005,10,AZ_West,200510,22.8,7.72,0.48,05,2005-10-31T00:00:00Z,69230.57,-4439.81,1008.61,-3431.2000000000003
200510,13,18,0,2005,10,AZ_West,200510,23.16,6.96,0.88,06,2005-10-31T00:00:00Z,69230.57,-4439.81,1008.61,-3431.2000000000003
200510,13,18,0,2005,10,AZ_West,200510,25.6,4.08,0.32,07,2005-10-31T00:00:00Z,69230.57,-4439.81,1008.61,-3431.2000000000003
200510,13,18,0,2005,10,AZ_West,200510,24.04,6.76,0.2,08,2005-10-31T00:00:00Z,69230.57,-4439.81,1008.61,-3431.2000000000003
200606,22,7,1,2006,6,AZ_West,200606,23.16,6.32,0.52,04,2006-06-30T00:00:00Z,23194.98,-36915.45,-14717.06,-51632.509999999995
200606,22,7,1,2006,6,AZ_West,200606,24,5.36,0.64,05,2006-06-30T00:00:00Z,23194.98,-36915.45,-14717.06,-51632.509999999995
200606,22,7,1,2006,6,AZ_West,200606,21.92,7.2,0.88,06,2006-06-30T00:00:00Z,23194.98,-36915.45,-14717.06,-51632.509999999995
200607,0,10,21,2006,7,AZ_West,200607,7.68,15.6,7.72,04,2006-07-31T00:00:00Z,39957.82,-45935.87,-5895.81,-51831.68
200607,0,10,21,2006,7,AZ_West,200607,6.84,15.04,9.12,05,2006-07-31T00:00:00Z,39957.82,-45935.87,-5895.81,-51831.68
200607,0,10,21,2006,7,AZ_West,200607,6.96,15,9.04,06,2006-07-31T00:00:00Z,39957.82,-45935.87,-5895.81,-51831.68
200607,0,10,21,2006,7,AZ_West,200607,7.2,15.84,6.96,07,2006-07-31T00:00:00Z,39957.82,-45935.87,-5895.81,-51831.68
200608,2,23,6,2006,8,AZ_West,200608,2.44,14.6,13.96,04,2006-08-31T00:00:00Z,109015.27,-24344.36,-14737.03,-39081.39
200608,2,23,6,2006,8,AZ_West,200608,2.12,13.56,15.32,05,2006-08-31T00:00:00Z,109015.27,-24344.36,-14737.03,-39081.39
200608,2,23,6,2006,8,AZ_West,200608,2.16,14.36,14.48,06,2006-08-31T00:00:00Z,109015.27,-24344.36,-14737.03,-39081.39
200608,2,23,6,2006,8,AZ_West,200608,2.48,12.8,15.72,07,2006-08-31T00:00:00Z,109015.27,-24344.36,-14737.03,-39081.39
200608,2,23,6,2006,8,AZ_West,200608,2.52,14.52,12.96,08,2006-08-31T00:00:00Z,109015.27,-24344.36,-14737.03,-39081.39
200609,15,10,5,2006,9,AZ_West,200609,11.84,13.08,5.08,04,2006-09-30T00:00:00Z,69945.23,-32469.75,229.59,-32240.16
200609,15,10,5,2006,9,AZ_West,200609,7.72,15.6,6.68,05,2006-09-30T00:00:00Z,69945.23,-32469.75,229.59,-32240.16
200609,15,10,5,2006,9,AZ_West,200609,9.72,14.28,6,06,2006-09-30T00:00:00Z,69945.23,-32469.75,229.59,-32240.16
200609,15,10,5,2006,9,AZ_West,200609,13.84,13.04,4.12,07,2006-09-30T00:00:00Z,69945.23,-32469.75,229.59,-32240.16
200609,15,10,5,2006,9,AZ_West,200609,9.88,14.96,6.16,08,2006-09-30T00:00:00Z,69945.23,-32469.75,229.59,-32240.16
200610,17,13,1,2006,10,AZ_West,200610,21.52,8.84,0.64,04,2006-10-31T00:00:00Z,129269.9,7400.05,-7546.97,-146.92000000000007
200610,17,13,1,2006,10,AZ_West,200610,21.8,8.04,1.16,05,2006-10-31T00:00:00Z,129269.9,7400.05,-7546.97,-146.92000000000007
200610,17,13,1,2006,10,AZ_West,200610,22.72,7.64,0.64,06,2006-10-31T00:00:00Z,129269.9,7400.05,-7546.97,-146.92000000000007
200610,17,13,1,2006,10,AZ_West,200610,23.84,6.08,0.08,07,2006-10-31T00:00:00Z,129269.9,7400.05,-7546.97,-146.92000000000007
200610,17,13,1,2006,10,AZ_West,200610,22,7.84,1.16,08,2006-10-31T00:00:00Z,129269.9,7400.05,-7546.97,-146.92000000000007
200706,29,1,0,2007,6,AZ_West,200706,24.96,4.84,0.2,04,2007-06-30T00:00:00Z,12481.29,-53137.78,-14012.49,-67150.27
200706,29,1,0,2007,6,AZ_West,200706,25.76,4.12,0.12,05,2007-06-30T00:00:00Z,12481.29,-53137.78,-14012.49,-67150.27
200706,29,1,0,2007,6,AZ_West,200706,26.72,3.12,0.16,06,2007-06-30T00:00:00Z,12481.29,-53137.78,-14012.49,-67150.27
200707,5,15,11,2007,7,AZ_West,200707,7.12,16.6,7.28,04,2007-07-31T00:00:00Z,51796.24,-47300.41,-9418.83,-56719.240000000005
200707,5,15,11,2007,7,AZ_West,200707,7.8,14.76,8.44,05,2007-07-31T00:00:00Z,51796.24,-47300.41,-9418.83,-56719.240000000005
200707,5,15,11,2007,7,AZ_West,200707,9,14.2,7.8,06,2007-07-31T00:00:00Z,51796.24,-47300.41,-9418.83,-56719.240000000005
200707,5,15,11,2007,7,AZ_West,200707,12.2,13.56,4.24,07,2007-07-31T00:00:00Z,51796.24,-47300.41,-9418.83,-56719.240000000005
200708,0,15,16,2007,8,AZ_West,200708,1.84,14.68,14.48,04,2007-08-31T00:00:00Z,123772.24,-33449.39,-6256.96,-39706.35
200708,0,15,16,2007,8,AZ_West,200708,2.84,14.12,14.04,05,2007-08-31T00:00:00Z,123772.24,-33449.39,-6256.96,-39706.35
200708,0,15,16,2007,8,AZ_West,200708,2.12,15.2,13.68,06,2007-08-31T00:00:00Z,123772.24,-33449.39,-6256.96,-39706.35
200708,0,15,16,2007,8,AZ_West,200708,2.84,13.28,14.88,07,2007-08-31T00:00:00Z,123772.24,-33449.39,-6256.96,-39706.35
200708,0,15,16,2007,8,AZ_West,200708,6.36,13.24,10.4,08,2007-08-31T00:00:00Z,123772.24,-33449.39,-6256.96,-39706.35
200709,11,14,5,2007,9,AZ_West,200709,11,13.88,5.12,04,2007-09-30T00:00:00Z,60645.93,-35089.96,-2046.92,-37136.88
200709,11,14,5,2007,9,AZ_West,200709,8.92,14.92,6.16,05,2007-09-30T00:00:00Z,60645.93,-35089.96,-2046.92,-37136.88
200709,11,14,5,2007,9,AZ_West,200709,11.76,13.12,5.12,06,2007-09-30T00:00:00Z,60645.93,-35089.96,-2046.92,-37136.88
200709,11,14,5,2007,9,AZ_West,200709,12.2,12.96,5.84,07,2007-09-30T00:00:00Z,60645.93,-35089.96,-2046.92,-37136.88
200709,11,14,5,2007,9,AZ_West,200709,9.84,14.16,7,08,2007-09-30T00:00:00Z,60645.93,-35089.96,-2046.92,-37136.88
200710,26,5,0,2007,10,AZ_West,200710,21.6,8.72,0.68,04,2007-10-31T00:00:00Z,43889.29,-11666.11,3053.89,-8612.220000000001
200710,26,5,0,2007,10,AZ_West,200710,24.2,6.24,0.56,05,2007-10-31T00:00:00Z,43889.29,-11666.11,3053.89,-8612.220000000001
200710,26,5,0,2007,10,AZ_West,200710,23.68,6.76,0.56,06,2007-10-31T00:00:00Z,43889.29,-11666.11,3053.89,-8612.220000000001
200710,26,5,0,2007,10,AZ_West,200710,22.96,6.4,0.64,07,2007-10-31T00:00:00Z,43889.29,-11666.11,3053.89,-8612.220000000001
200710,26,5,0,2007,10,AZ_West,200710,22.68,7.72,0.6,08,2007-10-31T00:00:00Z,43889.29,-11666.11,3053.89,-8612.220000000001
200806,29,1,0,2008,6,AZ_West,200806,24.72,4.92,0.36,04,2008-06-30T00:00:00Z,47278.7,-64948.16,-1519.96,-66468.12000000001
200806,29,1,0,2008,6,AZ_West,200806,26.64,2.96,0.4,05,2008-06-30T00:00:00Z,47278.7,-64948.16,-1519.96,-66468.12000000001
200806,29,1,0,2008,6,AZ_West,200806,27.96,2.04,0,06,2008-06-30T00:00:00Z,47278.7,-64948.16,-1519.96,-66468.12000000001
200807,0,19,12,2008,7,AZ_West,200807,7.56,13.6,9.84,04,2008-07-31T00:00:00Z,48075.59,-39221.4,-9650.05,-48871.45
200807,0,19,12,2008,7,AZ_West,200807,9.08,13.84,8.08,05,2008-07-31T00:00:00Z,48075.59,-39221.4,-9650.05,-48871.45
200807,0,19,12,2008,7,AZ_West,200807,8.12,16.6,6.28,06,2008-07-31T00:00:00Z,48075.59,-39221.4,-9650.05,-48871.45
200807,0,19,12,2008,7,AZ_West,200807,4.48,15.16,10.36,07,2008-07-31T00:00:00Z,48075.59,-39221.4,-9650.05,-48871.45
200808,0,18,13,2008,8,AZ_West,200808,3.44,14.28,13.28,04,2008-08-31T00:00:00Z,80889.1,-19831.85,-22553.77,-42385.619999999995
200808,0,18,13,2008,8,AZ_West,200808,2.44,13.68,14.88,05,2008-08-31T00:00:00Z,80889.1,-19831.85,-22553.77,-42385.619999999995
200808,0,18,13,2008,8,AZ_West,200808,2.08,15.2,13.72,06,2008-08-31T00:00:00Z,80889.1,-19831.85,-22553.77,-42385.619999999995
200808,0,18,13,2008,8,AZ_West,200808,3.56,17,10.44,07,2008-08-31T00:00:00Z,80889.1,-19831.85,-22553.77,-42385.619999999995
200808,0,18,13,2008,8,AZ_West,200808,5.28,17.64,7.08,08,2008-08-31T00:00:00Z,80889.1,-19831.85,-22553.77,-42385.619999999995
200809,14,15,1,2008,9,AZ_West,200809,8.48,14.92,6.6,04,2008-09-30T00:00:00Z,74373.79,-20788.15,-1550.17,-22338.32
200809,14,15,1,2008,9,AZ_West,200809,10.96,13.32,5.72,05,2008-09-30T00:00:00Z,74373.79,-20788.15,-1550.17,-22338.32
200809,14,15,1,2008,9,AZ_West,200809,11.04,14.28,4.68,06,2008-09-30T00:00:00Z,74373.79,-20788.15,-1550.17,-22338.32
200809,14,15,1,2008,9,AZ_West,200809,13.36,13.64,4,07,2008-09-30T00:00:00Z,74373.79,-20788.15,-1550.17,-22338.32
200809,14,15,1,2008,9,AZ_West,200809,12.44,12.36,6.2,08,2008-09-30T00:00:00Z,74373.79,-20788.15,-1550.17,-22338.32
200810,27,4,0,2008,10,AZ_West,200810,20.56,9.6,0.84,04,2008-10-31T00:00:00Z,57826.56,-2740.84,-553.09,-3293.9300000000003
200810,27,4,0,2008,10,AZ_West,200810,23.16,7.08,0.76,05,2008-10-31T00:00:00Z,57826.56,-2740.84,-553.09,-3293.9300000000003
200810,27,4,0,2008,10,AZ_West,200810,25.84,4.64,0.52,06,2008-10-31T00:00:00Z,57826.56,-2740.84,-553.09,-3293.9300000000003
200810,27,4,0,2008,10,AZ_West,200810,25.52,4,0.48,07,2008-10-31T00:00:00Z,57826.56,-2740.84,-553.09,-3293.9300000000003
200810,27,4,0,2008,10,AZ_West,200810,24.08,5.96,0.96,08,2008-10-31T00:00:00Z,57826.56,-2740.84,-553.09,-3293.9300000000003
200906,8,22,0,2009,6,AZ_West,200906,23.36,6.24,0.4,04,2009-06-30T00:00:00Z,13424.21,-25780.55,-16566.47,-42347.020000000004
200906,8,22,0,2009,6,AZ_West,200906,23.08,6.48,0.44,05,2009-06-30T00:00:00Z,13424.21,-25780.55,-16566.47,-42347.020000000004
200906,8,22,0,2009,6,AZ_West,200906,19.2,10.32,0.48,06,2009-06-30T00:00:00Z,13424.21,-25780.55,-16566.47,-42347.020000000004
200907,7,16,8,2009,7,AZ_West,200907,7.44,16.36,7.2,04,2009-07-31T00:00:00Z,23484.06,-35222.79,-13497.4,-48720.19
200907,7,16,8,2009,7,AZ_West,200907,7.64,16.4,6.96,05,2009-07-31T00:00:00Z,23484.06,-35222.79,-13497.4,-48720.19
200907,7,16,8,2009,7,AZ_West,200907,8.44,14.68,7.88,06,2009-07-31T00:00:00Z,23484.06,-35222.79,-13497.4,-48720.19
200907,7,16,8,2009,7,AZ_West,200907,9.32,15.12,5.56,07,2009-07-31T00:00:00Z,23484.06,-35222.79,-13497.4,-48720.19
200908,14,15,2,2009,8,AZ_West,200908,2.12,12.44,16.44,04,2009-08-31T00:00:00Z,46111.05,-46257.6,-2449.39,-48706.99
200908,14,15,2,2009,8,AZ_West,200908,2.44,12.2,16.36,05,2009-08-31T00:00:00Z,46111.05,-46257.6,-2449.39,-48706.99
200908,14,15,2,2009,8,AZ_West,200908,1.96,13.84,15.2,06,2009-08-31T00:00:00Z,46111.05,-46257.6,-2449.39,-48706.99
200908,14,15,2,2009,8,AZ_West,200908,3.36,14.76,12.88,07,2009-08-31T00:00:00Z,46111.05,-46257.6,-2449.39,-48706.99
200908,14,15,2,2009,8,AZ_West,200908,6.52,19.84,3.64,08,2009-08-31T00:00:00Z,46111.05,-46257.6,-2449.39,-48706.99
200909,10,18,2,2009,9,AZ_West,200909,8.12,14.8,7.08,04,2009-09-30T00:00:00Z,53092.44,-50804.13,8773.31,-42030.82
200909,10,18,2,2009,9,AZ_West,200909,7.88,14.8,7.32,05,2009-09-30T00:00:00Z,53092.44,-50804.13,8773.31,-42030.82
200909,10,18,2,2009,9,AZ_West,200909,6.48,16.28,7.24,06,2009-09-30T00:00:00Z,53092.44,-50804.13,8773.31,-42030.82
200909,10,18,2,2009,9,AZ_West,200909,10.08,14.96,5.96,07,2009-09-30T00:00:00Z,53092.44,-50804.13,8773.31,-42030.82
200909,10,18,2,2009,9,AZ_West,200909,8.68,14.72,7.6,08,2009-09-30T00:00:00Z,53092.44,-50804.13,8773.31,-42030.82
200910,23,8,0,2009,10,AZ_West,200910,20.24,9.32,1.44,04,2009-10-31T00:00:00Z,33953.44,-4433.3,-10613.03,-15046.330000000002
200910,23,8,0,2009,10,AZ_West,200910,18.24,11,1.76,05,2009-10-31T00:00:00Z,33953.44,-4433.3,-10613.03,-15046.330000000002
200910,23,8,0,2009,10,AZ_West,200910,19.96,9.52,1.52,06,2009-10-31T00:00:00Z,33953.44,-4433.3,-10613.03,-15046.330000000002
200910,23,8,0,2009,10,AZ_West,200910,21.36,7.72,0.92,07,2009-10-31T00:00:00Z,33953.44,-4433.3,-10613.03,-15046.330000000002
200910,23,8,0,2009,10,AZ_West,200910,20.48,8.92,1.6,08,2009-10-31T00:00:00Z,33953.44,-4433.3,-10613.03,-15046.330000000002
201006,17,13,0,2010,6,AZ_West,201006,25.08,4.76,0.16,04,2010-06-30T00:00:00Z,28382.02,-34943.18,-17778.87,-52722.05
201006,17,13,0,2010,6,AZ_West,201006,25.24,4.52,0.24,05,2010-06-30T00:00:00Z,28382.02,-34943.18,-17778.87,-52722.05
201006,17,13,0,2010,6,AZ_West,201006,20.2,9.68,0.12,06,2010-06-30T00:00:00Z,28382.02,-34943.18,-17778.87,-52722.05
201007,6,16,9,2010,7,AZ_West,201007,7.28,15.68,8.04,04,2010-07-31T00:00:00Z,13725.32,-42721.46,-20782.05,-63503.509999999995
201007,6,16,9,2010,7,AZ_West,201007,10.36,12.04,8.6,05,2010-07-31T00:00:00Z,13725.32,-42721.46,-20782.05,-63503.509999999995
201007,6,16,9,2010,7,AZ_West,201007,8.08,14.08,8.84,06,2010-07-31T00:00:00Z,13725.32,-42721.46,-20782.05,-63503.509999999995
201007,6,16,9,2010,7,AZ_West,201007,9.56,14.76,5.68,07,2010-07-31T00:00:00Z,13725.32,-42721.46,-20782.05,-63503.509999999995
201008,1,19,11,2010,8,AZ_West,201008,2.4,14.24,14.36,04,2010-08-31T00:00:00Z,113821.54,-32945.34,-15135.45,-48080.78999999999
201008,1,19,11,2010,8,AZ_West,201008,0.96,12.08,17.96,05,2010-08-31T00:00:00Z,113821.54,-32945.34,-15135.45,-48080.78999999999
201008,1,19,11,2010,8,AZ_West,201008,1.04,11.76,18.2,06,2010-08-31T00:00:00Z,113821.54,-32945.34,-15135.45,-48080.78999999999
201008,1,19,11,2010,8,AZ_West,201008,4.72,13.44,12.84,07,2010-08-31T00:00:00Z,113821.54,-32945.34,-15135.45,-48080.78999999999
201008,1,19,11,2010,8,AZ_West,201008,2.04,15.96,12,08,2010-08-31T00:00:00Z,113821.54,-32945.34,-15135.45,-48080.78999999999
201009,21,9,0,2010,9,AZ_West,201009,8.76,13.04,8.2,04,2010-09-30T00:00:00Z,78927.15,-26487.17,-8495.72,-34982.89
201009,21,9,0,2010,9,AZ_West,201009,11.68,12.2,6.12,05,2010-09-30T00:00:00Z,78927.15,-26487.17,-8495.72,-34982.89
201009,21,9,0,2010,9,AZ_West,201009,9.8,13.92,6.28,06,2010-09-30T00:00:00Z,78927.15,-26487.17,-8495.72,-34982.89
201009,21,9,0,2010,9,AZ_West,201009,16.56,11.56,2.88,07,2010-09-30T00:00:00Z,78927.15,-26487.17,-8495.72,-34982.89
201009,21,9,0,2010,9,AZ_West,201009,11.88,15.4,3.72,08,2010-09-30T00:00:00Z,78927.15,-26487.17,-8495.72,-34982.89
201010,10,20,1,2010,10,AZ_West,201010,24.88,5.8,0.32,04,2010-10-31T00:00:00Z,89665.23,-10084.83,-11085.85,-21170.68
201010,10,20,1,2010,10,AZ_West,201010,26.4,4.32,0.28,05,2010-10-31T00:00:00Z,89665.23,-10084.83,-11085.85,-21170.68
201010,10,20,1,2010,10,AZ_West,201010,25.76,4.52,0.72,06,2010-10-31T00:00:00Z,89665.23,-10084.83,-11085.85,-21170.68
201010,10,20,1,2010,10,AZ_West,201010,28.2,1.8,0,07,2010-10-31T00:00:00Z,89665.23,-10084.83,-11085.85,-21170.68
201010,10,20,1,2010,10,AZ_West,201010,28.04,2.92,0.04,08,2010-10-31T00:00:00Z,89665.23,-10084.83,-11085.85,-21170.68
201106,27,3,0,2011,6,AZ_West,201106,25.48,4.36,0.16,04,2011-06-30T00:00:00Z,73509.96,-51296.07,-8334.87,-59630.94
201106,27,3,0,2011,6,AZ_West,201106,27.4,2.44,0.16,05,2011-06-30T00:00:00Z,73509.96,-51296.07,-8334.87,-59630.94
201106,27,3,0,2011,6,AZ_West,201106,26.76,3.16,0.08,06,2011-06-30T00:00:00Z,73509.96,-51296.07,-8334.87,-59630.94
201107,6,10,15,2011,7,AZ_West,201107,11.4,12.96,6.64,04,2011-07-31T00:00:00Z,57447.41,-48900.09,-5393.57,-54293.659999999996
201107,6,10,15,2011,7,AZ_West,201107,7.56,16.16,7.28,05,2011-07-31T00:00:00Z,57447.41,-48900.09,-5393.57,-54293.659999999996
201107,6,10,15,2011,7,AZ_West,201107,8.32,15.36,7.32,06,2011-07-31T00:00:00Z,57447.41,-48900.09,-5393.57,-54293.659999999996
201107,6,10,15,2011,7,AZ_West,201107,5.64,18.4,5.96,07,2011-07-31T00:00:00Z,57447.41,-48900.09,-5393.57,-54293.659999999996
201108,3,20,8,2011,8,AZ_West,201108,2.76,16.4,11.84,04,2011-08-31T00:00:00Z,81002.82,-39458.29,2976.84,-36481.45
201108,3,20,8,2011,8,AZ_West,201108,2.16,11.44,17.4,05,2011-08-31T00:00:00Z,81002.82,-39458.29,2976.84,-36481.45
201108,3,20,8,2011,8,AZ_West,201108,0.92,12.96,17.12,06,2011-08-31T00:00:00Z,81002.82,-39458.29,2976.84,-36481.45
201108,3,20,8,2011,8,AZ_West,201108,3.32,17.08,10.6,07,2011-08-31T00:00:00Z,81002.82,-39458.29,2976.84,-36481.45
201108,3,20,8,2011,8,AZ_West,201108,6.6,15.08,8.32,08,2011-08-31T00:00:00Z,81002.82,-39458.29,2976.84,-36481.45
201109,14,11,5,2011,9,AZ_West,201109,10.24,14.72,5.04,04,2011-09-30T00:00:00Z,93872.13,-30253.87,10460.27,-19793.6
201109,14,11,5,2011,9,AZ_West,201109,10.28,13.4,6.32,05,2011-09-30T00:00:00Z,93872.13,-30253.87,10460.27,-19793.6
201109,14,11,5,2011,9,AZ_West,201109,10.24,14.12,5.64,06,2011-09-30T00:00:00Z,93872.13,-30253.87,10460.27,-19793.6
201109,14,11,5,2011,9,AZ_West,201109,12.36,13.96,4.68,07,2011-09-30T00:00:00Z,93872.13,-30253.87,10460.27,-19793.6
201109,14,11,5,2011,9,AZ_West,201109,14.88,11.44,4.68,08,2011-09-30T00:00:00Z,93872.13,-30253.87,10460.27,-19793.6
201110,24,6,1,2011,10,AZ_West,201110,24.44,6,0.56,04,2011-10-31T00:00:00Z,80503.68,-27032.55,5779.02,-21253.53
201110,24,6,1,2011,10,AZ_West,201110,24.96,5.64,0.4,05,2011-10-31T00:00:00Z,80503.68,-27032.55,5779.02,-21253.53
201110,24,6,1,2011,10,AZ_West,201110,24.6,6.12,0.28,06,2011-10-31T00:00:00Z,80503.68,-27032.55,5779.02,-21253.53
201110,24,6,1,2011,10,AZ_West,201110,25.28,4.64,0.08,07,2011-10-31T00:00:00Z,80503.68,-27032.55,5779.02,-21253.53
201110,24,6,1,2011,10,AZ_West,201110,24.84,5.76,0.4,08,2011-10-31T00:00:00Z,80503.68,-27032.55,5779.02,-21253.53
201206,30,0,0,2012,6,AZ_West,201206,25.32,4.44,0.24,04,2012-06-30T00:00:00Z,9875.72,-57331.83,-5418.53,-62750.36
201206,30,0,0,2012,6,AZ_West,201206,24.96,4.32,0.72,05,2012-06-30T00:00:00Z,9875.72,-57331.83,-5418.53,-62750.36
201206,30,0,0,2012,6,AZ_West,201206,27,2.76,0.24,06,2012-06-30T00:00:00Z,9875.72,-57331.83,-5418.53,-62750.36
201207,2,17,12,2012,7,AZ_West,201207,6.6,16.56,7.84,04,2012-07-31T00:00:00Z,53879.26,-17894.65,-16034.39,-33929.04
201207,2,17,12,2012,7,AZ_West,201207,6.28,15.24,9.48,05,2012-07-31T00:00:00Z,53879.26,-17894.65,-16034.39,-33929.04
201207,2,17,12,2012,7,AZ_West,201207,6.8,15.64,8.56,06,2012-07-31T00:00:00Z,53879.26,-17894.65,-16034.39,-33929.04
201207,2,17,12,2012,7,AZ_West,201207,6.36,14.56,9.08,07,2012-07-31T00:00:00Z,53879.26,-17894.65,-16034.39,-33929.04
201208,0,11,20,2012,8,AZ_West,201208,2.04,14.24,14.72,04,2012-08-31T00:00:00Z,153992.24,-23445.79,5917.78,-17528.010000000002
201208,0,11,20,2012,8,AZ_West,201208,2.68,14.4,13.92,05,2012-08-31T00:00:00Z,153992.24,-23445.79,5917.78,-17528.010000000002
201208,0,11,20,2012,8,AZ_West,201208,2.96,13.16,14.88,06,2012-08-31T00:00:00Z,153992.24,-23445.79,5917.78,-17528.010000000002
201208,0,11,20,2012,8,AZ_West,201208,4.96,16.92,9.12,07,2012-08-31T00:00:00Z,153992.24,-23445.79,5917.78,-17528.010000000002
201208,0,11,20,2012,8,AZ_West,201208,1.6,16.28,12.12,08,2012-08-31T00:00:00Z,153992.24,-23445.79,5917.78,-17528.010000000002
201209,10,14,6,2012,9,AZ_West,201209,8.2,14.76,7.04,04,2012-09-30T00:00:00Z,95108.83,-43057.81,-5761.76,-48819.57
201209,10,14,6,2012,9,AZ_West,201209,10.72,12.04,7.24,05,2012-09-30T00:00:00Z,95108.83,-43057.81,-5761.76,-48819.57
201209,10,14,6,2012,9,AZ_West,201209,10.8,13.04,6.16,06,2012-09-30T00:00:00Z,95108.83,-43057.81,-5761.76,-48819.57
201209,10,14,6,2012,9,AZ_West,201209,14.12,12.04,4.84,07,2012-09-30T00:00:00Z,95108.83,-43057.81,-5761.76,-48819.57
201209,10,14,6,2012,9,AZ_West,201209,11.6,12.28,7.12,08,2012-09-30T00:00:00Z,95108.83,-43057.81,-5761.76,-48819.57
201210,23,8,0,2012,10,AZ_West,201210,21.44,8.52,1.04,04,2012-10-31T00:00:00Z,65978,-5755.41,-2579.91,-8335.32
201210,23,8,0,2012,10,AZ_West,201210,23.6,6.92,0.48,05,2012-10-31T00:00:00Z,65978,-5755.41,-2579.91,-8335.32
201210,23,8,0,2012,10,AZ_West,201210,23.32,7.16,0.52,06,2012-10-31T00:00:00Z,65978,-5755.41,-2579.91,-8335.32
201210,23,8,0,2012,10,AZ_West,201210,24.36,5.16,0.48,07,2012-10-31T00:00:00Z,65978,-5755.41,-2579.91,-8335.32
201210,23,8,0,2012,10,AZ_West,201210,23.8,6.64,0.56,08,2012-10-31T00:00:00Z,65978,-5755.41,-2579.91,-8335.32
201306,24,6,0,2013,6,AZ_West,201306,25.44,4.16,0.4,04,2013-06-30T00:00:00Z,4036.7,-54558.23,-7200.7,-61758.93
201306,24,6,0,2013,6,AZ_West,201306,25.24,4.12,0.64,05,2013-06-30T00:00:00Z,4036.7,-54558.23,-7200.7,-61758.93
201306,24,6,0,2013,6,AZ_West,201306,26.68,3,0.32,06,2013-06-30T00:00:00Z,4036.7,-54558.23,-7200.7,-61758.93
201307,0,12,19,2013,7,AZ_West,201307,7.2,14.84,8.96,04,2013-07-31T00:00:00Z,98568.65,-23696.21,-7250.56,-30946.77
201307,0,12,19,2013,7,AZ_West,201307,9.68,13.8,7.52,05,2013-07-31T00:00:00Z,98568.65,-23696.21,-7250.56,-30946.77
201307,0,12,19,2013,7,AZ_West,201307,6.64,16.64,7.72,06,2013-07-31T00:00:00Z,98568.65,-23696.21,-7250.56,-30946.77
201307,0,12,19,2013,7,AZ_West,201307,2.32,17.68,10,07,2013-07-31T00:00:00Z,98568.65,-23696.21,-7250.56,-30946.77
201308,4,13,14,2013,8,AZ_West,201308,1.96,12.44,16.6,04,2013-08-31T00:00:00Z,118256.34,-14442.47,3330.5,-11111.97
201308,4,13,14,2013,8,AZ_West,201308,2.16,13.28,15.56,05,2013-08-31T00:00:00Z,118256.34,-14442.47,3330.5,-11111.97
201308,4,13,14,2013,8,AZ_West,201308,2.08,13.92,15,06,2013-08-31T00:00:00Z,118256.34,-14442.47,3330.5,-11111.97
201308,4,13,14,2013,8,AZ_West,201308,3.76,13.44,13.8,07,2013-08-31T00:00:00Z,118256.34,-14442.47,3330.5,-11111.97
201308,4,13,14,2013,8,AZ_West,201308,9.32,19.48,1.2,08,2013-08-31T00:00:00Z,118256.34,-14442.47,3330.5,-11111.97
201309,10,4,16,2013,9,AZ_West,201309,8.28,13.76,7.96,04,2013-09-30T00:00:00Z,153554.92,-36350.12,-2950.71,-39300.83
201309,10,4,16,2013,9,AZ_West,201309,7,15.76,7.24,05,2013-09-30T00:00:00Z,153554.92,-36350.12,-2950.71,-39300.83
201309,10,4,16,2013,9,AZ_West,201309,8.16,15.24,6.6,06,2013-09-30T00:00:00Z,153554.92,-36350.12,-2950.71,-39300.83
201309,10,4,16,2013,9,AZ_West,201309,10.24,15.08,5.68,07,2013-09-30T00:00:00Z,153554.92,-36350.12,-2950.71,-39300.83
201309,10,4,16,2013,9,AZ_West,201309,11.52,13.24,6.24,08,2013-09-30T00:00:00Z,153554.92,-36350.12,-2950.71,-39300.83
201310,31,0,0,2013,10,AZ_West,201310,20.68,9.16,1.16,04,2013-10-31T00:00:00Z,49428.17,-10251.5,11360.07,1108.5699999999997
